bfi1,bfi2,bfi3,bfi4,bfi5,bfi6,bfi7,bfi8,bfi9,bfi10,bfi11,bfi12,bfi13,bfi14,bfi15,bfi16,bfi17,bfi18,bfi19,bfi20,bfi21,bfi22,bfi23,bfi24,bfi25,bfi26,bfi27,bfi28,bfi29,bfi30,bfi31,bfi32,bfi33,bfi34,bfi35,bfi36,bfi37,bfi38,bfi39,bfi40,bfi41,bfi42,bfi43,bfi44,arc1,arc2,arc3,arc4,arc5,arc6,arc7,arc8,arc9,arc10,arc11,arc12,malo1,malo2,malo3,malo4,malo5,malo6,malo7,malo8,malo9,malo10,malo11,malo12,sfpq1_1,sfpq1_2,sfpq1_3,sfpq1_4,sfpq1_5,sfpq1_6,sfpq1_7,sfpq2_1,sfpq2_2,sfpq2_3,sfpq2_4,sfpq2_5,sfpq2_6,sfpq2_7,sfpq3_1,sfpq3_2,sfpq3_3,sfpq3_4,sfpq3_5,sfpq3_6,sfpq3_7,mwd1,mwd2,mwd3,mwd4,mws1,mws2,mws3,mws4,eese1,eese2,eese3,eese4,eese5,eese6,eese7,eese8,eesi1,eesi2,eesi3,eesi4,eesi5,eesi6,eesi7,eesi8,tas5,tas13,tas21,tas30,tas37,tas45,tas53,tas60,tas68,tas73,tas81,tas90,tas99,tas108,tas116,tas123,tas131,tas141,tas149,tas156,tas165,tas173,tas182,tas189,tas197,tas208,tas215,tas223,tas231,tas238,tas249,tas257,tas265,tas273,d_eng,d_age,d_gender,attn1b,attn1b_8_TEXT,attn2,ARCES,MAASLO,SFPQT,MWS,MWD,IF,EF,TAS,extra,agree,consci,neurot,open
2,2,2,4,4,1,3,2,5,5,3,4,3,5,4,2,4,1,5,4,1,4,4,4,4,2,4,3,5,3,1,3,3,4,4,1,4,3,5,4,2,3,3,1,2,3,3,3,3,3,3,3,3,3,4,3,5,4,5,5,4,4,4,4,4,4,4,2,4,3,3,4,3,2,3,3,4,4,2,2,4,2,4,3,3,3,3,2,3,6,5,4,5,5,3,4,5,4,4,5,4,5,5,5,5,3,3,3,2,2,3,3,3,2,2,3,2,1,3,2,1,2,1,2,2,2,1,3,2,1,2,2,2,3,2,2,1,2,1,2,2,2,2,1,3,1,2,1,54,male,8,I read the instructions,2,3.25,4.083333333,3.047619048,4.25,5,2.75,4.625,1.882352941,1.625,3.444444444,2.666666667,4.625,3.5
3,2,5,2,3,3,3,4,3,4,3,3,4,4,3,3,3,5,3,2,3,4,3,3,1,4,2,4,4,3,3,4,4,2,2,4,4,4,2,3,2,4,3,1,2,2,2,2,2,2,2,2,2,2,2,2,1,2,1,1,1,1,1,1,2,2,2,1,3,1,3,4,3,3,3,3,1,4,4,3,4,3,3,1,3,3,3,3,3,4,3,3,3,3,2,3,4,4,4,3,3,3,3,3,3,4,4,3,4,3,3,4,4,1,1,1,2,1,2,1,1,1,2,1,1,1,1,2,1,2,1,1,1,1,1,1,1,1,2,1,1,1,2,1,2,1,2,1,25,Female,8,I read the instructions,2,2.166666667,1.333333333,2.904761905,3,3.25,3.625,3.25,1.264705882,3.25,3.222222222,4,2.875,2.4
2,4,4,2,4,2,4,4,2,4,4,4,4,2,4,2,4,4,2,4,2,4,4,2,4,4,4,4,2,4,4,4,4,2,4,4,4,4,2,4,4,4,4,4,2,2,2,2,2,2,2,2,2,2,2,2,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,4,4,3,4,4,4,4,4,4,2,3,4,4,4,4,4,5,2,2,2,2,3,3,3,3,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,3,3,3,3,1,2,2,1,2,1,1,3,1,2,2,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,2,1,29,Male,8,I read the instructions,2,2.166666667,3,3.666666667,3,2,5,5,1.941176471,3,4,4,2,4
4,4,5,3,4,4,4,5,1,5,3,5,5,3,4,4,2,5,2,4,5,4,5,1,4,4,5,5,2,4,5,4,5,1,3,4,4,5,2,4,4,4,5,4,3,3,3,1,3,2,2,2,3,3,1,2,4,1,2,4,2,1,2,2,5,2,1,1,4,4,5,4,4,3,3,4,4,5,4,3,5,3,4,3,5,5,5,4,4,5,6,5,6,3,2,3,4,5,4,5,4,4,5,6,6,5,5,6,4,5,5,6,6,3,3,3,2,2,4,3,3,2,1,2,3,1,2,4,2,2,1,3,3,3,4,3,1,1,2,1,2,3,3,2,4,1,4,1,59,male,8,I read the instructions,2,2.5,2.25,4.047619048,3,5.5,5.25,4.875,2.441176471,4.125,4,5,1.875,4
1,1,3,4,2,2,3,3,5,4,1,2,4,3,1,3,4,2,5,5,1,3,2,5,3,1,4,4,5,4,2,4,1,5,1,1,3,5,5,5,4,4,3,5,2,3,3,1,3,2,3,1,1,2,3,2,2,3,1,1,3,1,4,3,6,6,4,1,3,2,2,4,3,3,3,3,2,3,4,3,3,4,3,3,3,4,3,5,3,5,7,7,7,7,6,7,6,3,2,3,2,4,2,3,2,4,3,1,1,4,1,1,2,4,3,4,3,4,4,1,1,3,3,3,4,1,1,3,3,3,3,4,4,4,4,3,2,2,4,2,1,4,4,2,3,2,4,1,33,Female,8,I read the instructions,2,2.25,2.916666667,3.142857143,6.5,6.5,2.125,2.625,2.941176471,1.5,3.111111111,3,4.625,3.4
5,4,5,4,2,2,5,5,2,2,1,5,5,4,5,1,5,5,4,4,2,5,2,2,2,2,5,4,4,2,1,5,5,2,1,2,4,5,5,4,1,5,5,1,3,3,3,2,2,5,4,2,1,5,3,2,1,1,2,3,2,3,2,1,6,4,1,1,3,5,3,4,3,5,4,4,3,5,4,4,4,3,5,4,5,5,5,5,5,7,7,5,6,3,3,5,2,6,7,7,7,7,6,7,7,5,6,4,6,5,6,6,5,1,1,4,2,1,3,3,3,2,1,2,2,4,2,2,1,1,3,3,3,2,2,4,2,2,2,2,3,3,4,3,2,1,4,1,33,female,8,I read the instructions,2,3.083333333,2.25,4.19047619,3.25,6.25,5.375,6.75,2.352941176,2,4.777777778,4.555555556,3.375,2.4
1,5,5,1,1,1,2,5,4,1,4,5,5,1,5,4,4,5,4,1,1,1,5,1,1,1,3,5,1,1,2,5,5,3,1,2,5,5,1,1,1,4,2,1,3,1,2,1,2,3,3,2,1,5,4,3,1,1,1,5,1,1,1,1,1,1,1,1,4,3,4,5,5,5,3,4,4,5,5,5,5,3,4,5,5,5,5,5,4,1,1,1,1,1,1,1,1,4,3,1,1,1,1,4,4,5,4,3,1,3,4,3,3,2,1,2,1,1,2,1,1,1,1,1,1,1,1,2,1,1,1,1,1,2,1,2,2,1,2,1,1,1,1,1,1,1,1,1,55,female,8,I read the instructions,2,2.666666667,1.333333333,4.428571429,1,1,3.25,2.375,1.235294118,2,3.777777778,4.666666667,2,1.4
2,2,4,3,2,2,4,2,5,2,1,5,4,4,1,1,1,5,5,2,2,1,5,5,2,1,5,5,4,4,2,4,4,5,1,1,4,3,5,3,4,4,4,1,3,5,3,2,5,5,4,4,2,5,2,2,1,2,2,4,3,2,2,2,3,5,2,1,3,3,4,4,2,2,1,2,2,5,4,2,5,1,1,1,2,2,3,2,2,1,2,1,2,4,6,3,3,2,3,2,2,3,4,4,4,2,2,4,2,3,2,4,3,2,2,1,3,1,1,1,1,1,1,1,1,1,1,2,1,1,1,2,2,1,1,1,1,1,2,1,2,1,1,1,2,1,1,1,33,female,8,I read the instructions,2,3.833333333,2.416666667,2.523809524,4,1.5,2.75,3,1.294117647,1.5,3.333333333,4,4.5,2.2
3,1,5,1,5,2,5,5,1,5,5,5,5,4,5,4,1,5,5,5,2,1,5,4,5,2,5,5,5,5,2,5,5,4,5,2,5,5,5,5,5,5,5,5,3,4,2,3,3,3,2,2,2,3,3,3,1,1,1,1,1,1,4,1,2,5,1,1,3,4,5,5,4,4,3,2,4,4,4,3,3,3,4,4,4,4,4,4,4,7,7,7,4,7,1,7,4,5,5,3,5,5,7,5,5,5,5,5,5,5,5,5,5,4,4,4,4,3,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,1,36,female,8,I read the instructions,2,2.916666667,1.666666667,3.761904762,4.75,6.25,5,5,3.970588235,2.75,3.666666667,5,3.625,5
5,4,5,2,5,4,5,4,4,5,4,4,5,4,4,5,5,2,4,5,3,4,4,4,5,2,4,4,4,5,2,5,5,4,4,4,4,4,3,5,5,4,1,5,5,5,4,3,5,5,3,5,4,5,5,4,1,3,4,1,3,3,4,3,6,4,4,2,2,3,4,5,3,2,4,3,3,4,5,3,3,4,3,4,2,4,3,2,4,7,6,6,5,7,7,7,7,5,4,4,4,4,4,4,3,3,3,2,3,2,4,2,3,2,3,3,4,4,4,3,3,3,4,3,4,2,3,3,3,4,3,3,4,3,3,3,3,3,4,4,3,3,4,3,3,3,4,1,38,female,8,I read the instructions,2,4.833333333,3.166666667,3.333333333,7,6,2.75,4,3.264705882,3.625,4.333333333,3.777777778,3.625,4.8
4,4,4,2,4,4,4,4,2,4,4,4,4,4,4,4,4,4,2,4,4,4,4,2,4,4,4,4,3,4,4,4,4,2,2,4,4,4,2,4,4,4,4,4,3,1,2,2,2,3,3,2,1,3,3,2,1,1,1,1,1,1,1,1,1,2,1,1,2,4,4,4,2,4,2,3,4,4,4,4,4,2,4,4,4,4,4,4,4,4,3,4,4,2,2,2,2,5,5,5,5,5,5,5,5,6,6,2,6,6,6,6,6,3,3,3,3,1,3,3,2,2,2,2,3,1,1,3,3,1,1,2,3,3,2,3,1,3,3,3,2,1,3,1,3,1,3,1,25,male,8,I read the instructions,2,2.416666667,1.083333333,3.571428571,2,3.75,5.5,5,2.264705882,4,4,4,2.375,3.8
2,4,4,2,4,2,4,5,1,4,3,5,4,2,3,2,5,5,2,4,2,4,5,1,3,2,4,5,1,3,2,4,5,2,2,3,5,4,1,4,3,4,4,3,3,3,2,2,3,2,2,2,2,2,2,2,2,2,4,2,2,2,2,2,2,5,1,1,3,2,3,3,4,4,3,4,4,4,4,4,4,3,4,2,4,4,4,4,4,3,4,4,4,6,2,4,2,3,3,4,3,3,3,3,3,4,5,3,3,4,5,4,5,3,2,2,2,1,2,2,1,2,1,2,1,2,1,2,1,1,1,2,3,1,2,3,2,1,2,2,2,2,2,2,2,1,2,1,32,Male,8,I read the instructions,2,2.416666667,2.25,3.571428571,3.5,3.75,4.125,3.125,1.764705882,2.25,4.333333333,4.555555556,1.5,3.3
2,2,4,4,2,2,2,4,3,4,2,2,4,4,1,2,2,3,3,2,2,1,3,3,2,2,2,4,4,4,2,2,4,3,1,2,2,4,3,3,2,2,3,3,2,2,2,2,2,2,3,3,2,2,2,2,2,2,4,3,2,4,4,4,4,3,4,2,3,3,3,3,3,3,3,2,3,3,3,3,3,3,3,3,3,3,3,4,4,2,2,2,2,3,1,3,3,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,2,2,2,2,1,2,2,2,2,1,1,2,2,2,1,1,2,2,1,3,1,2,2,2,2,2,2,3,2,3,2,2,3,3,1,33,male,8,I read the instructions,2,2.416666667,3.166666667,3.047619048,2.5,2,5,5,1.941176471,2,1.888888889,3.666666667,3.375,2.4
3,5,4,3,3,2,3,3,3,3,2,5,3,2,2,2,3,4,2,3,2,3,3,2,2,3,3,3,3,3,3,4,3,3,2,2,4,3,3,3,3,3,4,3,1,3,2,2,3,2,3,1,1,3,1,1,2,1,5,3,2,3,3,2,1,3,3,2,2,2,4,2,3,3,2,3,1,3,5,2,4,2,3,1,2,2,4,3,3,6,5,4,2,2,3,3,2,3,2,3,6,3,6,5,4,3,5,3,2,4,4,5,4,3,2,2,1,1,2,3,1,1,1,2,1,1,1,1,1,1,1,2,3,3,2,1,1,1,1,2,2,1,1,1,1,1,1,1,23,Male,8,I read the instructions,2,2,2.5,2.666666667,2.5,4.25,3.75,4,1.470588235,2.375,3.666666667,3.333333333,2.625,2.7
4,2,5,2,3,1,5,4,3,5,3,2,5,1,5,4,4,2,5,5,5,4,2,4,4,3,5,5,5,2,3,4,5,3,3,5,4,4,4,3,1,5,4,2,3,2,3,1,3,3,4,3,5,4,2,4,4,5,2,5,6,2,4,4,6,4,1,1,4,3,4,5,4,3,3,2,4,5,3,5,3,4,2,5,3,2,2,3,2,4,7,5,2,6,6,3,4,5,4,5,6,7,4,6,3,4,6,4,4,5,7,4,5,3,3,4,4,1,2,3,3,4,3,1,2,2,4,2,2,3,2,4,2,4,2,4,3,4,1,3,1,4,3,4,4,2,4,1,30,x,8,I read the instructions,2,3.333333333,3.666666667,3.380952381,4.75,4.5,4.875,5,2.852941176,3.5,3.888888889,4,3.375,3.3
2,3,5,2,4,2,3,4,2,4,3,4,4,3,5,2,3,4,3,4,2,3,4,1,4,3,3,5,2,3,2,4,4,2,3,3,4,5,4,4,4,4,4,4,1,2,2,1,3,2,2,2,1,1,2,2,1,2,2,1,2,2,2,2,2,3,2,1,3,3,4,3,4,3,3,4,4,4,5,3,4,3,4,4,3,4,3,3,4,4,4,2,5,2,2,5,4,5,6,6,5,5,6,5,6,5,6,6,6,6,6,5,6,2,2,3,3,2,2,3,2,2,2,1,3,1,2,3,2,2,2,3,3,1,3,2,1,1,3,1,2,2,1,1,2,1,2,2,24,m,8,I read the instructions,2,1.916666667,1.833333333,3.571428571,3.25,3.75,5.75,5.5,2,2.375,3.444444444,4.333333333,2.375,3.9
1,3,4,4,3,1,4,4,3,4,3,5,4,3,3,2,3,4,3,4,1,2,3,3,2,1,2,4,4,5,1,4,4,3,1,1,3,4,4,3,5,5,3,5,2,3,3,1,3,3,4,2,2,3,3,2,2,3,2,2,2,2,2,2,4,4,3,1,3,3,4,5,4,3,3,4,5,5,5,3,5,2,4,5,4,5,4,5,5,6,4,4,3,2,2,4,3,5,5,6,5,6,6,6,6,4,5,4,3,3,3,3,5,1,3,3,1,1,4,2,1,1,2,1,3,1,2,1,2,3,1,2,3,1,2,2,2,2,3,3,1,1,2,1,2,1,3,1,30,female,8,I read the instructions,2,2.75,2.416666667,4.095238095,2.75,4.25,3.75,5.625,1.882352941,1.375,3.444444444,3.777777778,3.375,3.5
3,2,4,3,4,4,3,3,1,3,3,3,3,4,5,4,3,2,4,4,3,4,4,2,5,2,2,2,3,5,2,4,4,4,3,4,3,5,4,4,3,4,2,2,4,3,3,3,3,4,4,3,5,3,5,4,3,5,5,3,3,5,3,4,4,5,4,2,2,3,4,5,3,4,3,2,4,3,5,3,3,4,2,4,4,4,4,3,4,5,5,5,6,6,5,3,5,5,4,4,4,4,2,2,2,6,4,5,5,3,5,5,3,3,2,3,3,2,3,3,2,2,2,2,3,1,2,4,2,2,2,2,3,3,3,3,2,2,2,2,2,3,3,2,3,2,2,1,40,Male,8,I read the instructions,2,3.916666667,3.833333333,3.476190476,4.75,5.25,4.5,3.375,2.411764706,3.125,3.111111111,3.222222222,3.125,3.8
2,5,5,1,2,1,4,4,1,3,2,5,5,1,3,2,4,4,2,2,1,5,4,1,1,2,5,4,2,2,1,5,5,1,1,2,4,4,1,2,2,4,3,2,4,4,3,2,3,4,1,3,2,3,3,3,1,3,5,1,3,4,2,4,5,2,3,5,3,1,3,4,2,4,3,2,2,4,5,3,5,2,4,1,4,5,5,5,5,5,4,4,2,5,6,5,5,5,6,7,7,6,6,6,5,3,2,3,2,2,5,2,2,1,2,3,1,1,2,3,2,2,1,3,3,1,3,2,1,2,3,3,3,3,2,1,2,1,2,1,3,1,1,2,2,1,2,1,34,female,8,I read the instructions,2,3.166666667,3.166666667,3.428571429,5.25,3.75,2.625,6,1.941176471,1.625,4.555555556,4.222222222,1.25,2
5,1,5,1,5,4,5,5,2,5,5,5,5,2,5,5,5,5,1,5,2,5,5,1,5,4,5,5,4,5,5,5,5,1,5,5,5,5,1,5,5,5,5,5,1,1,1,1,1,1,1,1,1,3,1,1,1,1,1,1,1,1,3,1,4,2,1,1,4,1,5,4,5,5,4,3,3,5,5,4,5,3,4,4,5,5,5,5,5,2,3,3,3,4,2,6,2,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,1,3,2,3,2,3,2,2,1,1,1,1,1,1,3,1,1,1,2,1,2,2,3,1,1,2,1,1,1,2,1,2,1,4,1,48,Female,8,I read the instructions,2,1.25,1.5,4.238095238,3.5,2.75,6,6,1.676470588,4.375,4.555555556,5,1.625,5
1,4,4,2,4,2,4,2,2,4,2,4,4,4,4,2,4,2,2,4,1,2,2,2,2,2,4,2,4,4,2,4,4,2,2,2,5,2,2,4,2,4,2,4,3,3,2,2,2,2,2,2,2,3,2,2,1,2,2,2,2,2,3,2,3,3,2,2,2,2,3,3,3,3,3,2,3,3,3,3,3,3,3,3,3,3,3,3,3,4,4,4,4,4,5,4,4,6,6,6,6,5,6,6,7,5,5,6,4,5,5,5,6,2,3,3,3,1,3,3,2,1,1,1,3,1,2,1,2,2,2,3,3,3,2,3,3,2,3,3,2,1,3,1,2,2,3,1,36,male,8,I read the instructions,2,2.416666667,2.166666667,2.857142857,4.25,4,5.125,6,2.205882353,1.75,3.888888889,2.666666667,2.5,3.4
1,4,5,1,4,1,5,3,1,5,5,4,5,2,5,4,3,5,2,5,3,3,5,1,5,5,4,5,1,5,4,5,5,1,4,5,3,5,2,4,4,4,5,4,3,2,2,2,3,2,2,2,2,3,2,2,2,2,1,2,2,1,3,1,1,2,1,1,5,3,4,4,4,3,3,3,3,4,4,2,2,2,5,4,4,4,2,3,4,2,2,4,3,2,2,2,2,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,2,3,3,3,1,2,3,1,1,2,1,2,1,2,2,2,2,2,3,2,2,3,2,1,3,3,2,2,2,2,1,2,1,1,1,31,Male,8,I read the instructions,2,2.416666667,1.583333333,3.428571429,2,2.75,5,5,1.970588235,3.5,3.888888889,4.777777778,1.375,4.5
4,2,5,4,5,2,4,4,2,5,2,5,5,4,5,4,5,4,5,5,4,2,4,2,5,4,4,5,2,5,4,4,5,1,4,4,2,5,2,5,5,3,2,4,3,3,3,2,3,3,3,2,2,3,4,2,2,2,2,3,3,2,3,2,4,3,3,3,3,4,4,5,4,4,3,2,5,5,5,3,5,3,3,4,3,5,3,5,3,7,6,5,4,4,2,3,3,6,6,5,5,6,6,6,6,6,6,6,6,6,6,6,6,2,3,2,3,1,3,3,2,2,3,1,3,1,3,3,3,2,2,2,3,2,3,3,1,2,3,1,2,1,3,1,3,1,3,1,49,female,8,I read the instructions,2,2.916666667,2.666666667,3.857142857,3,5.5,6,5.75,2.235294118,3.5,3.444444444,4.333333333,2.75,4.8
5,2,4,2,5,2,2,4,2,4,4,4,4,5,4,4,2,4,2,5,4,5,4,2,5,2,5,2,4,2,4,4,4,2,2,4,4,4,4,5,4,5,4,4,3,2,2,3,3,4,4,3,3,4,3,2,5,4,2,4,4,2,5,5,4,2,3,3,5,3,2,3,3,2,2,5,4,2,2,4,2,3,4,1,2,2,4,3,4,5,5,4,3,4,6,3,5,5,4,6,5,5,6,5,5,6,5,6,5,5,6,5,5,2,3,2,3,3,2,4,2,4,2,3,2,3,2,3,2,3,2,4,2,3,2,4,3,3,2,3,2,3,2,4,3,3,2,1,44,f,8,I read the instructions,2,3.25,3.583333333,2.952380952,4.5,4.25,5.375,5.125,2.705882353,3.625,3.666666667,3.777777778,2.875,4
4,4,5,1,4,2,4,4,2,5,4,5,5,2,4,4,5,4,2,3,4,4,4,2,4,4,4,5,1,5,3,5,5,2,1,4,4,4,2,4,5,4,5,4,2,2,3,2,2,2,3,2,2,3,2,2,2,2,2,2,2,2,2,2,3,2,2,3,4,3,4,4,4,3,3,3,3,4,4,4,3,3,4,4,4,4,4,4,4,3,3,3,3,2,2,2,2,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,2,3,2,2,2,3,2,3,2,2,2,2,1,2,3,2,2,2,2,3,2,2,3,2,2,2,2,2,2,3,2,2,2,3,1,41,female,8,I read the instructions,2,2.416666667,2.166666667,3.666666667,2,3,6,6,2.205882353,3.625,4.333333333,4.555555556,1.75,3.9
5,5,5,1,5,5,5,5,2,5,3,5,5,4,5,3,3,5,1,5,5,3,5,1,5,5,2,5,2,5,5,4,5,1,3,5,2,5,1,5,5,5,5,5,1,1,2,2,2,2,1,2,2,2,2,3,1,1,1,1,2,1,1,2,2,3,1,1,4,3,5,5,5,4,3,4,3,5,5,4,5,2,5,5,4,5,4,5,4,2,2,2,2,1,1,1,1,5,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,2,3,2,1,1,4,4,1,1,1,1,3,1,1,4,1,2,1,3,3,3,3,4,1,3,3,2,3,2,2,2,3,1,4,1,44,female,8,I read the instructions,2,2,1.416666667,4.238095238,1,2,6,5.875,2.235294118,4.5,3.777777778,5,1.625,4.8
2,5,5,1,5,1,5,5,1,5,4,5,5,1,5,2,5,5,1,5,1,5,5,1,5,2,4,5,2,5,2,5,5,1,2,2,5,5,1,5,5,5,5,5,3,3,2,1,1,1,2,2,1,3,3,2,1,2,1,3,2,1,4,1,1,6,2,1,4,4,5,5,4,4,4,4,4,5,5,5,5,5,5,5,5,5,5,5,5,5,4,6,5,4,1,5,4,6,6,6,6,6,6,6,6,7,7,7,7,7,7,7,7,1,2,1,1,1,2,1,1,1,1,1,3,1,1,1,1,2,1,3,2,1,2,1,1,2,1,1,1,1,3,1,2,1,2,1,37,Male,8,I read the instructions,2,2.166666667,2.083333333,4.666666667,3.5,5,7,6,1.411764706,2,4.888888889,5,1.125,4.7
5,2,5,2,3,2,4,2,1,4,3,4,5,4,4,3,3,2,4,5,3,3,3,2,3,4,3,4,2,2,3,2,4,2,4,3,1,4,3,3,3,2,4,4,5,4,2,2,4,3,2,3,4,3,3,4,4,5,3,5,2,5,4,4,3,4,2,5,2,3,2,4,3,5,4,4,3,4,3,2,4,3,1,4,3,2,3,4,3,5,4,6,3,5,3,4,6,5,6,4,6,5,4,5,5,4,5,3,6,5,4,2,6,3,2,3,4,1,2,3,2,4,3,3,2,2,1,3,1,3,2,3,2,3,4,2,3,4,2,1,4,2,3,4,3,2,1,1,34,female,8,I read the instructions.,2,3.5,3.833333333,3.142857143,4.5,4.5,4.375,5,2.558823529,3.25,2.666666667,3.666666667,2.5,3.5
1,5,5,2,5,1,5,5,4,5,2,5,5,4,5,2,5,4,4,5,1,5,5,2,5,1,4,5,1,5,1,5,5,5,5,1,5,5,4,5,4,5,5,2,1,2,2,2,2,2,3,2,2,2,2,2,1,1,1,1,1,1,1,1,1,4,1,1,3,3,4,4,3,4,2,3,3,5,4,4,4,2,4,4,4,4,4,4,4,7,7,7,5,5,7,6,5,5,5,6,3,5,5,5,5,5,5,6,4,6,6,6,6,3,3,3,3,3,2,3,3,3,3,3,2,1,1,4,3,2,3,4,3,3,3,3,3,3,3,1,4,3,3,3,3,1,4,1,28,Male,8,I read the instructions,2,2.166666667,1.25,3.619047619,5.75,6.5,5.5,4.875,2.794117647,1.25,4.888888889,4.888888889,3.25,4.6
2,2,4,2,5,1,4,4,2,5,4,5,4,4,4,4,4,4,3,5,1,4,4,2,5,1,4,4,4,5,1,5,4,2,3,1,4,5,4,5,5,5,3,5,1,3,2,2,3,3,2,3,1,3,2,3,3,2,4,1,2,2,2,3,4,4,3,1,3,2,4,3,3,3,4,4,4,4,4,2,3,2,4,2,3,3,3,3,3,5,5,5,5,3,2,5,2,4,5,5,4,4,5,4,5,5,6,6,5,6,6,5,6,3,4,3,2,2,3,4,2,2,1,1,3,1,1,3,2,2,3,3,2,2,3,3,2,2,2,2,1,2,3,1,3,1,2,1,27,female,8,I read the instructions,2,2.583333333,2.583333333,3.142857143,3,5,5.625,4.5,2.235294118,1.875,4.111111111,4,2.875,4.7
2,4,5,2,5,2,5,4,1,5,4,5,5,2,4,4,5,4,3,4,1,5,5,2,4,3,5,5,2,4,1,5,5,2,2,3,5,5,2,3,4,5,4,4,5,5,3,3,5,3,2,3,2,4,3,3,3,3,5,4,3,2,3,4,5,3,4,4,3,4,4,3,4,4,5,3,2,4,4,4,5,5,3,2,3,5,4,4,5,5,3,4,3,3,2,3,4,5,6,3,5,4,3,5,5,5,5,4,6,4,4,6,5,2,4,3,3,3,4,3,2,3,3,2,3,3,2,2,2,1,2,3,2,3,3,2,3,3,4,3,1,2,2,1,2,1,3,1,46,male,8,I read the instructions,2,3.666666667,3.583333333,3.80952381,3,3.75,4.875,4.5,2.5,2.5,4.888888889,4.666666667,2,3.9
4,4,5,1,5,4,5,5,1,5,5,5,5,4,5,5,5,5,1,5,4,5,4,1,4,5,5,4,1,5,5,5,5,1,5,5,5,3,1,4,5,5,1,4,1,1,3,1,2,3,3,2,1,2,2,2,2,2,2,1,1,2,4,2,4,4,2,1,2,5,3,5,4,3,3,4,5,4,3,3,4,2,4,5,2,1,2,4,4,5,6,4,4,6,5,3,5,6,5,6,6,6,5,5,6,5,4,6,5,5,5,6,6,1,3,2,3,1,3,3,4,3,1,2,4,4,3,4,3,4,3,2,3,1,3,3,2,3,4,3,3,1,3,2,4,1,3,1,27,Male,8,I read the instructions,2,2.083333333,2.25,3.428571429,4.75,4.75,5.25,5.625,2.705882353,4.625,4.888888889,4.111111111,1.375,4.7
2,2,5,2,4,2,4,4,4,4,4,4,5,4,4,4,4,5,4,5,2,4,5,4,4,2,4,5,4,3,1,4,4,4,4,1,2,4,4,4,4,4,4,4,3,3,2,2,2,2,3,2,2,3,2,3,1,2,3,1,3,3,4,2,4,3,3,2,4,4,4,3,4,4,3,3,5,4,3,3,3,2,5,4,4,3,5,4,5,4,4,5,5,4,3,4,3,5,6,5,5,6,5,5,6,5,6,6,5,5,6,5,5,3,3,3,2,2,3,3,1,2,1,2,3,2,2,3,2,2,3,3,2,3,2,3,3,2,2,2,2,3,1,2,3,1,3,1,30,female,8,I read the instructions,2,2.583333333,2.583333333,3.761904762,3.5,4.5,5.375,5.375,2.323529412,2.25,3.555555556,4.555555556,3.75,4
4,2,4,3,4,3,4,2,2,4,4,4,4,4,4,4,3,2,4,3,2,4,2,2,4,3,3,3,4,4,3,4,4,2,3,4,2,3,4,4,3,4,2,3,4,4,4,3,3,4,4,4,4,4,4,4,5,4,4,5,5,5,4,5,5,4,1,4,3,3,4,4,4,4,4,3,3,4,4,4,4,3,2,3,4,4,3,4,4,5,6,5,5,5,5,6,5,5,5,6,6,5,5,5,6,5,4,6,6,6,6,5,6,3,3,3,4,3,3,3,3,3,4,3,2,3,3,3,3,3,3,3,3,3,4,3,3,4,4,3,3,3,3,3,3,3,3,2,25,male,8,I read the instructions,2,4.166666667,4.25,3.571428571,5.25,5.25,5.5,5.375,3.117647059,3.375,3.333333333,2.888888889,3.125,3.6
3,2,5,1,5,3,1,5,1,5,4,2,5,1,5,4,1,5,1,5,3,1,5,1,5,5,1,5,1,1,5,1,5,1,4,3,2,5,1,5,1,3,5,3,1,1,2,1,1,1,1,2,1,2,1,2,1,1,1,1,1,1,1,1,2,1,1,1,4,3,4,4,3,4,3,3,3,5,4,3,4,3,5,3,5,4,3,4,4,1,1,1,4,1,1,4,1,7,7,7,7,7,7,7,7,6,6,7,6,7,7,7,7,1,1,1,2,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,2,2,2,1,1,1,1,1,1,1,1,1,2,1,1,1,35,male,8,I read the instructions,2,1.5,1.083333333,3.714285714,1.75,1.75,6.625,7,1.176470588,3.75,1.555555556,5,1,3.9
